iter 	 t 	 dt 	 Density[kg/m3] 	 Pressure[Pascal] 	 Temperature[K] 	H2 	H 	O 	O2 	OH 	H2O 	HO2 	H2O2 	C 	CH 	CH2 	CH2(S) 	CH3 	CH4 	CO 	CO2 	HCO 	CH2O 	CH2OH 	CH3O 	CH3OH 	C2H 	C2H2 	C2H3 	C2H4 	C2H5 	C2H6 	HCCO 	CH2CO 	HCCOH 	N 	NH 	NH2 	NH3 	NNH 	NO 	NO2 	N2O 	HNO 	CN 	HCN 	H2CN 	HCNN 	HCNO 	HOCN 	HNCO 	NCO 	N2 	AR 	C3H7 	C3H8 	CH2CHO 	CH3CHO 	
610 	 1.1008143259e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5519572106e+03 	1.9149060233e-03 	7.3961172042e-06 	2.8887510796e-05 	1.3955077256e-01 	8.6761200261e-05 	5.3549048469e-02 	2.5820248177e-04 	1.5186607813e-05 	2.1630108721e-11 	4.1371068227e-09 	1.3879732457e-06 	1.4469738492e-07 	8.5043713778e-04 	1.8649438273e-02 	4.4583686548e-02 	5.4355385609e-03 	1.1065124857e-05 	2.3518295070e-03 	6.6431655363e-07 	9.4686901394e-06 	1.8812118694e-04 	9.0782366343e-09 	2.0786623910e-04 	5.9452063267e-06 	3.2906568191e-03 	3.7671662141e-05 	1.2188022346e-03 	5.6761358522e-06 	1.2422056486e-03 	5.0218153754e-07 	2.8535615671e-11 	1.1951725624e-11 	2.0508705887e-12 	6.7340090793e-12 	2.3614194832e-10 	2.2391966993e-09 	6.7754896036e-11 	2.9662295718e-08 	1.1178099366e-11 	6.9079272763e-14 	2.9972221873e-09 	4.1202757190e-12 	3.2756568142e-11 	1.3633957654e-11 	1.7122090720e-12 	3.5218498290e-11 	7.1166860828e-12 	7.1375876453e-01 	1.2644818957e-02 	1.9448263239e-07 	2.9131364780e-05 	3.6105329717e-06 	6.1162419812e-05 	
611 	 1.1008149362e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5535956163e+03 	1.9208553778e-03 	7.5196179572e-06 	2.9348486617e-05 	1.3930861420e-01 	8.8076127294e-05 	5.3708443252e-02 	2.5807146481e-04 	1.5007642560e-05 	2.2962555207e-11 	4.3140565162e-09 	1.4216169064e-06 	1.4814235647e-07 	8.5767270609e-04 	1.8554939907e-02 	4.4723852356e-02 	5.4675873240e-03 	1.1197630113e-05 	2.3402659035e-03 	6.7515110535e-07 	9.4967982916e-06 	1.8694775497e-04 	9.3952839507e-09 	2.1069306142e-04 	6.0626030607e-06 	3.2904077202e-03 	3.7903567326e-05 	1.2123870245e-03 	5.8110771479e-06 	1.2480706952e-03 	5.1133423461e-07 	2.9856765878e-11 	1.2298480620e-11 	2.1105420748e-12 	6.8855502639e-12 	2.4050520975e-10 	2.3083826965e-09 	6.8671489602e-11 	2.9844398310e-08 	1.1445306360e-11 	7.3258091542e-14 	3.1084456067e-09 	4.3200008744e-12 	3.3993606564e-11 	1.4182674234e-11 	1.7846871290e-12 	3.6611661777e-11 	7.4462509990e-12 	7.1375876432e-01 	1.2644818957e-02 	1.9611446071e-07 	2.8860447253e-05 	3.6478707383e-06 	6.1674282949e-05 	
612 	 1.1008155466e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5552581502e+03 	1.9268832917e-03 	7.6469719908e-06 	2.9823250973e-05 	1.3906281924e-01 	8.9430612527e-05 	5.3870140200e-02 	2.5793432613e-04 	1.4828643382e-05 	2.4396956170e-11 	4.5010893122e-09 	1.4565192218e-06 	1.5171613586e-07 	8.6504009941e-04 	1.8459193527e-02 	4.4866081481e-02 	5.5002156675e-03 	1.1333413780e-05 	2.3285705658e-03 	6.8631317027e-07 	9.5249779825e-06 	1.8575805987e-04 	9.7276198437e-09 	2.1358972855e-04 	6.1836500251e-06 	3.2899909850e-03 	3.8137276904e-05 	1.2058285350e-03 	5.9508599374e-06 	1.2539841385e-03 	5.2076141098e-07 	3.1257822901e-11 	1.2660565541e-11 	2.1728499090e-12 	7.0424792198e-12 	2.4501163653e-10 	2.3807186076e-09 	6.9612394956e-11 	3.0029388053e-08 	1.1722645199e-11 	7.7751194202e-14 	3.2253386009e-09 	4.5321404407e-12 	3.5294251834e-11 	1.4761114743e-11 	1.8612502148e-12 	3.8079755999e-11 	7.7956941514e-12 	7.1375876410e-01 	1.2644818957e-02 	1.9776269891e-07 	2.8584523667e-05 	3.6859694656e-06 	6.2193510567e-05 	
613 	 1.1008161569e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5569455209e+03 	1.9329917644e-03 	7.7783559490e-06 	3.0312419407e-05 	1.3881327991e-01 	9.0826444306e-05 	5.4034205489e-02 	2.5779085617e-04 	1.4649614949e-05 	2.5942668726e-11 	4.6989262805e-09 	1.4927442362e-06 	1.5542532861e-07 	8.7254289028e-04 	1.8362166014e-02 	4.5010434501e-02 	5.5334424167e-03 	1.1472603920e-05 	2.3167408903e-03 	6.9781746315e-07 	9.5532202572e-06 	1.8455174363e-04 	1.0076192110e-08 	2.1655874056e-04 	6.3085031137e-06 	3.2893983628e-03 	3.8372747551e-05 	1.1991223781e-03 	6.0957177157e-06 	1.2599458174e-03 	5.3047467736e-07 	3.2744789296e-11 	1.3038908807e-11 	2.2379536197e-12 	7.2050675834e-12 	2.4966801823e-10 	2.4563941641e-09 	7.0578575318e-11 	3.0217344849e-08 	1.2010660301e-11 	8.2586966096e-14 	3.3482708565e-09 	4.7576405449e-12 	3.6662663403e-11 	1.5371308837e-11 	1.9421877767e-12 	3.9627891409e-11 	8.1665010160e-12 	7.1375876387e-01 	1.2644818957e-02 	1.9942712039e-07 	2.8303498205e-05 	3.7248515128e-06 	6.2720216381e-05 	
614 	 1.1008167673e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5586584684e+03 	1.9391828707e-03 	7.9139572077e-06 	3.0816644354e-05 	1.3855988369e-01 	9.2265519188e-05 	5.4200708165e-02 	2.5764083527e-04 	1.4470562054e-05 	2.7610055014e-11 	4.9083507747e-09 	1.5303601318e-06 	1.5927697252e-07 	8.8018477175e-04 	1.8263822909e-02 	4.5156974667e-02 	5.5672872839e-03 	1.1615335509e-05 	2.3047741904e-03 	7.0967957897e-07 	9.5815153182e-06 	1.8332843639e-04 	1.0442020761e-08 	2.1960271448e-04 	6.4373266973e-06 	3.2886211496e-03 	3.8609929365e-05 	1.1922639933e-03 	6.2458981492e-06 	1.2659554982e-03 	5.4048628325e-07 	3.4324208963e-11 	1.3434510827e-11 	2.3060250918e-12 	7.3736050669e-12 	2.5448156776e-10 	2.5356133722e-09 	7.1571045033e-11 	3.0408351866e-08 	1.2309934500e-11 	8.7796796646e-14 	3.4776415646e-09 	4.9975330640e-12 	3.8103332178e-11 	1.6015453952e-11 	2.0278140915e-12 	4.1261602426e-11 	8.5602901200e-12 	7.1375876364e-01 	1.2644818957e-02 	2.0110744984e-07 	2.8017273513e-05 	3.7645400513e-06 	6.3254512979e-05 	
615 	 1.1008173776e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5603977657e+03 	1.9454587641e-03 	8.0539746905e-06 	3.1336617935e-05 	1.3830251298e-01 	9.3749850179e-05 	5.4369720313e-02 	2.5748403295e-04 	1.4291489614e-05 	2.9410606244e-11 	5.1302147589e-09 	1.5694395542e-06 	1.6327857224e-07 	8.8796956146e-04 	1.8164128340e-02 	4.5305768060e-02 	5.6017709235e-03 	1.1761750912e-05 	2.2926676931e-03 	7.2191605873e-07 	9.6098524522e-06 	1.8208775588e-04 	1.0826204583e-08 	2.2272439102e-04 	6.5702941823e-06 	3.2876501580e-03 	3.8848765225e-05 	1.1852486385e-03 	6.4016641128e-06 	1.2720128663e-03 	5.5080916045e-07 	3.6003224346e-11 	1.3848450824e-11 	2.3772497368e-12 	7.5484009657e-12 	2.5945995420e-10 	2.6185958063e-09 	7.2590872986e-11 	3.0602495719e-08 	1.2621092416e-11 	9.3415445124e-14 	3.6138822179e-09 	5.2529446644e-12 	3.9621111770e-11 	1.6695931637e-11 	2.1184707776e-12 	4.2986889029e-11 	8.9788269905e-12 	7.1375876339e-01 	1.2644818957e-02 	2.0280335802e-07 	2.7725750744e-05 	3.8050590959e-06 	6.3796511365e-05 	
616 	 1.1008179880e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5621642211e+03 	1.9518216810e-03 	8.1986197582e-06 	3.1873075007e-05 	1.3804104482e-01 	9.5281575712e-05 	5.4541317231e-02 	2.5732020719e-04 	1.4112402670e-05 	3.1357084089e-11 	5.3654458753e-09 	1.6100599671e-06 	1.6743813695e-07 	8.9590120581e-04 	1.8063044944e-02 	4.5456883761e-02 	5.6369149911e-03 	1.1912000406e-05 	2.2804185340e-03 	7.3454446104e-07 	9.6382199491e-06 	1.8082930685e-04 	1.1229928381e-08 	2.2592664169e-04 	6.7075886119e-06 	3.2864756856e-03 	3.9089190087e-05 	1.1780713823e-03 	6.5632948162e-06 	1.2781175179e-03 	5.6145696997e-07 	3.7789640589e-11 	1.4281894431e-11 	2.4518277936e-12 	7.7297858190e-12 	2.6461133872e-10 	2.7055780400e-09 	7.3639186300e-11 	3.0799866664e-08 	1.2944804187e-11 	9.9481456958e-14 	3.7574597152e-09 	5.5251069299e-12 	4.1221253164e-11 	1.7415325726e-11 	2.2145295988e-12 	4.4810263085e-11 	9.4240397864e-12 	7.1375876314e-01 	1.2644818957e-02 	2.0451445616e-07 	2.7428829607e-05 	3.8464335366e-06 	6.4346320460e-05 	
617 	 1.1008185983e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5639586799e+03 	1.9582739444e-03 	8.3481171816e-06 	3.2426796489e-05 	1.3777535055e-01 	9.6862969473e-05 	5.4715577626e-02 	2.5714910367e-04 	1.3933306386e-05 	3.3463682138e-11 	5.6150553522e-09 	1.6523040413e-06 	1.7176422187e-07 	9.0398378415e-04 	1.7960533782e-02 	4.5610394031e-02 	5.6727422069e-03 	1.2066242737e-05 	2.2680237530e-03 	7.4758344031e-07 	9.6666050133e-06 	1.7955268044e-04 	1.1654471011e-08 	2.2921247645e-04 	6.8494033149e-06 	3.2850874809e-03 	3.9331130208e-05 	1.1707270947e-03 	6.7310870271e-06 	1.2842689509e-03 	5.7244415290e-07 	3.9691997601e-11 	1.4736102143e-11 	2.5299757771e-12 	7.9181132386e-12 	2.6994441389e-10 	2.7968152315e-09 	7.4717174331e-11 	3.1000558800e-08 	1.3281789589e-11 	1.0603763839e-13 	3.9088798136e-09 	5.8153677285e-12 	4.2909443221e-11 	1.8176442576e-11 	2.3163956024e-12 	4.6738800017e-11 	9.8980368410e-12 	7.1375876288e-01 	1.2644818957e-02 	2.0624028974e-07 	2.7126408433e-05 	3.8886891710e-06 	6.4904046519e-05 	
618 	 1.1008192087e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5657820271e+03 	1.9648179687e-03 	8.5027062054e-06 	3.2998613018e-05 	1.3750529546e-01 	9.8496451150e-05 	5.4892583819e-02 	2.5697045487e-04 	1.3754206047e-05 	3.5746210614e-11 	5.8801468641e-09 	1.6962600798e-06 	1.7626597358e-07 	9.1222151291e-04 	1.7856554253e-02 	4.5766374507e-02 	5.7092764248e-03 	1.2224645735e-05 	2.2554802894e-03 	7.6105283212e-07 	9.6949936667e-06 	1.7825745353e-04 	1.2101214276e-08 	2.3258505186e-04 	6.9959426045e-06 	3.2834747059e-03 	3.9574502298e-05 	1.1632104372e-03 	6.9053564017e-06 	1.2904665545e-03 	5.8378598547e-07 	4.1719651146e-11 	1.5212438764e-11 	2.6119280947e-12 	8.1137619293e-12 	2.7546844671e-10 	2.8925828829e-09 	7.5826093002e-11 	3.1204670289e-08 	1.3632822615e-11 	1.1313159866e-13 	4.0686909707e-09 	6.1252039868e-12 	4.4691847503e-11 	1.8982333648e-11 	2.4245106342e-12 	4.8780196511e-11 	1.0403126382e-11 	7.1375876261e-01 	1.2644818957e-02 	2.0798033157e-07 	2.6818384255e-05 	3.9318527375e-06 	6.5469792481e-05 	
619 	 1.1008198190e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5676351897e+03 	1.9714562642e-03 	8.6626417140e-06 	3.3589408941e-05 	1.3723073841e-01 	1.0018459822e-04 	5.5072421969e-02 	2.5678397913e-04 	1.3575107063e-05 	3.8222308093e-11 	6.1619264759e-09 	1.7420224845e-06 	1.8095317997e-07 	9.2061874979e-04 	1.7751063994e-02 	4.5924904412e-02 	5.7465427064e-03 	1.2387386980e-05 	2.2427849768e-03 	7.7497374649e-07 	9.7233706417e-06 	1.7694318806e-04 	1.2571652808e-08 	2.3604767977e-04 	7.1474225331e-06 	3.2816258968e-03 	3.9819212582e-05 	1.1555158533e-03 	7.0864389334e-06 	1.2967095980e-03 	5.9549863871e-07 	4.3882864224e-11 	1.5712383957e-11 	2.6979388521e-12 	8.3171379221e-12 	2.8119332593e-10 	2.9931787943e-09 	7.6967269493e-11 	3.1412303594e-08 	1.3998736549e-11 	1.2081637046e-13 	4.2374886294e-09 	6.4562360700e-12 	4.6575157974e-11 	1.9836320734e-11 	2.5393572821e-12 	5.0942835085e-11 	1.0941838734e-11 	7.1375876234e-01 	1.2644818957e-02 	2.0973397426e-07 	2.6504652896e-05 	3.9759519489e-06 	6.6043657228e-05 	
620 	 1.1008204294e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5695191393e+03 	1.9781914416e-03 	8.8281955106e-06 	3.4200126708e-05 	1.3695153145e-01 	1.0193015889e-04 	5.5255182311e-02 	2.5658937966e-04 	1.3396014960e-05 	4.0911684662e-11 	6.4617138206e-09 	1.7896922683e-06 	1.8583632503e-07 	9.2917999775e-04 	1.7644018780e-02 	4.6086066782e-02 	5.7845674014e-03 	1.2554654523e-05 	2.2299345369e-03 	7.8936867003e-07 	9.7517192634e-06 	1.7560943026e-04 	1.3067405058e-08 	2.3960383667e-04 	7.3040717068e-06 	3.2795289205e-03 	4.0065155767e-05 	1.1476375576e-03 	7.2746925307e-06 	1.3029972180e-03 	6.0759924327e-07 	4.6192910240e-11 	1.6237544054e-11 	2.7882838750e-12 	8.5286770476e-12 	2.8712961395e-10 	3.0989252395e-09 	7.8142107337e-11 	3.1623565728e-08 	1.4380429612e-11 	1.2915112145e-13 	4.4159200027e-09 	6.8102439951e-12 	4.8566646205e-11 	2.0742024175e-11 	2.6614633105e-12 	5.3235856432e-11 	1.1516951360e-11 	7.1375876205e-01 	1.2644818957e-02 	2.1150052182e-07 	2.6185109082e-05 	4.0210155255e-06 	6.6625734754e-05 	
621 	 1.1008210397e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5714348949e+03 	1.9850262180e-03 	8.9996577220e-06 	3.4831771694e-05 	1.3666751933e-01 	1.0373606628e-04 	5.5440959412e-02 	2.5638634337e-04 	1.3216935383e-05 	4.3836401748e-11 	6.7809546848e-09 	1.8393776176e-06 	1.9092664932e-07 	9.3790990901e-04 	1.7535372411e-02 	4.6249948708e-02 	5.8233782343e-03 	1.2726647678e-05 	2.2169255741e-03 	8.0426157793e-07 	9.7800213200e-06 	1.7425570990e-04 	1.3590225523e-08 	2.4325717355e-04 	7.4661321659e-06 	3.2771709281e-03 	4.0312213910e-05 	1.1395695251e-03 	7.4704987386e-06 	1.3093284050e-03 	6.2010595975e-07 	4.8662189679e-11 	1.6789665319e-11 	2.8832629763e-12 	8.7488476793e-12 	2.9328860397e-10 	3.2101713903e-09 	7.9352091956e-11 	3.1838568532e-08 	1.4778871256e-11 	1.3820197169e-13 	4.6046894238e-09 	7.1891857406e-12 	5.0674222806e-11 	2.1703394496e-11 	2.7914066507e-12 	5.5669240614e-11 	1.2131517153e-11 	7.1375876175e-01 	1.2644818957e-02 	2.1327918043e-07 	2.5859646570e-05 	4.0670732294e-06 	6.7216113216e-05 	
622 	 1.1008216501e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5733835265e+03 	1.9919634218e-03 	9.1773383443e-06 	3.5485417512e-05 	1.3637853906e-01 	1.0560545411e-04 	5.5629852456e-02 	2.5617453967e-04 	1.3037874087e-05 	4.7021194816e-11 	7.1212352037e-09 	1.8911945121e-06 	1.9623621656e-07 	9.4681328874e-04 	1.7425076594e-02 	4.6416641603e-02 	5.8630043987e-03 	1.2903577888e-05 	2.2037545683e-03 	8.1967805672e-07 	9.8082569203e-06 	1.7288153939e-04 	1.4142018395e-08 	2.4701152664e-04 	7.6338603374e-06 	3.2745383050e-03 	4.0560255161e-05 	1.1313054790e-03 	7.6742646171e-06 	1.3157019876e-03 	6.3303805522e-07 	5.1304362295e-11 	1.7370648834e-11 	2.9832025024e-12 	8.9781537821e-12 	2.9968238296e-10 	3.3272960235e-09 	8.0598796678e-11 	3.2057428961e-08 	1.5195109179e-11 	1.4804293475e-13 	4.8045643411e-09 	7.5952179591e-12 	5.2906503928e-11 	2.2724747900e-11 	2.9298210316e-12 	5.8253898345e-11 	1.2788896458e-11 	7.1375876144e-01 	1.2644818957e-02 	2.1506904817e-07 	2.5528158300e-05 	4.1141558969e-06 	6.7814873865e-05 	
623 	 1.1008222605e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5753661576e+03 	1.9990059985e-03 	9.3615689451e-06 	3.6162211864e-05 	1.3608441938e-01 	1.0754167391e-04 	5.5821965540e-02 	2.5595361912e-04 	1.2858836936e-05 	5.0493846301e-11 	7.4842978995e-09 	1.9452674064e-06 	2.0177798715e-07 	9.5589509859e-04 	1.7313080818e-02 	4.6586241484e-02 	5.9034766596e-03 	1.3085669666e-05 	2.1904178683e-03 	8.3564543929e-07 	9.8364043353e-06 	1.7148641295e-04 	1.4724852793e-08 	2.5087092868e-04 	7.8075280649e-06 	3.2716166156e-03 	4.0809132380e-05 	1.1228388790e-03 	7.8864247946e-06 	1.3221166161e-03 	6.4641598654e-07 	5.4134497157e-11 	1.7982567277e-11 	3.0884581996e-12 	9.2171383052e-12 	3.0632390113e-10 	3.4507105476e-09 	8.1883889292e-11 	3.2280269401e-08 	1.5630277173e-11 	1.5875700361e-13 	5.0163820437e-09 	8.0307194491e-12 	5.5272885777e-11 	2.3810806179e-11 	3.0774023398e-12 	6.1001773797e-11 	1.3492793373e-11 	7.1375876111e-01 	1.2644818957e-02 	2.1686910377e-07 	2.5190536565e-05 	4.1622954722e-06 	6.8422089842e-05 	
624 	 1.1008228708e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5773839696e+03 	2.0061570176e-03 	9.5527045422e-06 	3.6863383011e-05 	1.3578498021e-01 	1.0954831409e-04 	5.6017408000e-02 	2.5572321191e-04 	1.2679829896e-05 	5.4285617552e-11 	7.8720598346e-09 	2.0017299831e-06 	2.0756589954e-07 	9.6516045982e-04 	1.7199332211e-02 	4.6758849284e-02 	5.9448274642e-03 	1.3273161627e-05 	2.1769116836e-03 	8.5219295335e-07 	9.8644398242e-06 	1.7006980558e-04 	1.5340979813e-08 	2.5483962117e-04 	7.9874237246e-06 	3.2683905450e-03 	4.1058681614e-05 	1.1141629082e-03 	8.1074437136e-06 	1.3285707435e-03 	6.6026149108e-07 	5.7169243288e-11 	1.8627683841e-11 	3.1994184465e-12 	9.4663869652e-12 	3.1322704876e-10 	3.5808623942e-09 	8.3209139193e-11 	3.2507218009e-08 	1.6085603910e-11 	1.7043740615e-13 	5.2410572212e-09 	8.4983178004e-12 	5.7783628246e-11 	2.4966741655e-11 	3.2349158203e-12 	6.3925960571e-11 	1.4247297003e-11 	7.1375876078e-01 	1.2644818957e-02 	2.1867819402e-07 	2.4846673221e-05 	4.2115250379e-06 	6.9037824807e-05 	
625 	 1.1008234812e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5794382054e+03 	2.0134196784e-03 	9.7511256794e-06 	3.7590246919e-05 	1.3548003202e-01 	1.1162922094e-04 	5.6216294769e-02 	2.5548292631e-04 	1.2500859023e-05 	5.8431750254e-11 	8.2866331977e-09 	2.0607259842e-06 	2.1361496022e-07 	9.7461465602e-04 	1.7083775395e-02 	4.6934571181e-02 	5.9870910624e-03 	1.3466307626e-05 	2.1632320768e-03 	8.6935188501e-07 	9.8923374412e-06 	1.6863117209e-04 	1.5992851630e-08 	2.5892206732e-04 	8.1738534336e-06 	3.2648438345e-03 	4.1308720402e-05 	1.1052704595e-03 	8.3378180892e-06 	1.3350626046e-03 	6.7459768573e-07 	6.0427024110e-11 	1.9308473620e-11 	3.3165079059e-12 	9.7265324725e-12 	3.2040674118e-10 	3.7182388222e-09 	8.4576425177e-11 	3.2738409076e-08 	1.6562422803e-11 	1.8318906023e-13 	5.4795904758e-09 	9.0009196976e-12 	6.0449948947e-11 	2.6198227884e-11 	3.4032042429e-12 	6.7040832796e-11 	1.5056928401e-11 	7.1375876043e-01 	1.2644818957e-02 	2.2049501997e-07 	2.4496459912e-05 	4.2618788451e-06 	6.9662131399e-05 	
626 	 1.1008240915e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5815301736e+03 	2.0207973175e-03 	9.9572407230e-06 	3.8344215182e-05 	1.3516937521e-01 	1.1378852197e-04 	5.6418746754e-02 	2.5523234680e-04 	1.2321930458e-05 	6.2972049874e-11 	8.7303486920e-09 	2.1224101307e-06 	2.1994134361e-07 	9.8426313524e-04 	1.6966352325e-02 	4.7113518969e-02 	6.0303036388e-03 	1.3665377998e-05 	2.1493749540e-03 	8.8715575927e-07 	9.9200688219e-06 	1.6716994598e-04 	1.6683142934e-08 	2.6312296605e-04 	8.3671423609e-06 	3.2609592118e-03 	4.1559045912e-05 	1.0961541218e-03 	8.5780796042e-06 	1.3415901933e-03 	6.8944917500e-07 	6.3928259462e-11 	2.0027647845e-11 	3.4401916596e-12 	9.9982592609e-12 	3.2787901300e-10 	3.8633711964e-09 	8.5987743961e-11 	3.2973983426e-08 	1.7062183086e-11 	1.9713026378e-13 	5.7330779234e-09 	9.5417454495e-12 	6.3284129091e-11 	2.7511496949e-11 	3.5831971808e-12 	7.0362193574e-11 	1.5926694114e-11 	7.1375876006e-01 	1.2644818957e-02 	2.2231812151e-07 	2.4139788347e-05 	4.3133923414e-06 	7.0295049481e-05 	
627 	 1.1008247019e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5836612534e+03 	2.0282934159e-03 	1.0171488408e-05 	3.9126803812e-05 	1.3485279936e-01 	1.1603065175e-04 	5.6624891258e-02 	2.5497103211e-04 	1.2143050416e-05 	6.7951566191e-11 	9.2057821613e-09 	2.1869491414e-06 	2.2656250291e-07 	9.9411151138e-04 	1.6847002116e-02 	4.7295810446e-02 	6.0745034557e-03 	1.3870660930e-05 	2.1353360551e-03 	9.0564053931e-07 	9.9476029458e-06 	1.6568553825e-04 	1.7414775039e-08 	2.6744726685e-04 	8.5676361487e-06 	3.2567183161e-03 	4.1809432871e-05 	1.0868061649e-03 	8.8287978657e-06 	1.3481512364e-03 	7.0484216917e-07 	6.7695619641e-11 	2.0788181384e-11 	3.5709799006e-12 	1.0282308792e-11 	3.3566112279e-10 	4.0168398052e-09 	8.7445219504e-11 	3.3214088839e-08 	1.7586462298e-11 	2.1239466278e-13 	6.0027220439e-09 	1.0124368409e-11 	6.6299632957e-11 	2.8913404327e-11 	3.7759215777e-12 	7.3907443415e-11 	1.6862147383e-11 	7.1375875968e-01 	1.2644818957e-02 	2.2414586033e-07 	2.3776550600e-05 	4.3661021943e-06 	7.0936604171e-05 	
628 	 1.1008253122e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5858328994e+03 	2.0359116072e-03 	1.0394340666e-05 	3.9939643011e-05 	1.3453008248e-01 	1.1836038063e-04 	5.6834862425e-02 	2.5469851308e-04 	1.1964225165e-05 	7.3421389035e-11 	9.7157849607e-09 	2.2545228630e-06 	2.3349729344e-07 	1.0041655648e-03 	1.6725660857e-02 	4.7481569845e-02 	6.1197310097e-03 	1.4082463961e-05 	2.1211109435e-03 	9.2484484713e-07 	9.9749058734e-06 	1.6417733617e-04 	1.8190943038e-08 	2.7190018579e-04 	8.7757024561e-06 	3.2521016150e-03 	4.2059631275e-05 	1.0772185241e-03 	9.0905836523e-06 	1.3547431654e-03 	7.2080461368e-07 	7.1754316699e-11 	2.1593344043e-11 	3.7094332674e-12 	1.0579485517e-11 	3.4377166946e-10 	4.1792792986e-09 	8.8951113211e-11 	3.3458880517e-08 	1.8136980376e-11 	2.2913354827e-13 	6.2898439664e-09 	1.0752760070e-11 	6.9511242892e-11 	3.0411502476e-11 	3.9825138037e-12 	7.7695771734e-11 	1.7869458229e-11 	7.1375875928e-01 	1.2644818957e-02 	2.2597640103e-07 	2.3406639471e-05 	4.4200463123e-06 	7.1586803595e-05 	
629 	 1.1008259226e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5880466471e+03 	2.0436556857e-03 	1.0626305767e-05 	4.0784488054e-05 	1.3420099013e-01 	1.2078284672e-04 	5.7048801741e-02 	2.5441429014e-04 	1.1785461017e-05 	7.9439581141e-11 	1.0263518674e-08 	2.3253255260e-06 	2.4076611001e-07 	1.0144312416e-03 	1.6602261405e-02 	4.7670928300e-02 	6.1660292031e-03 	1.4301115653e-05 	2.1066949944e-03 	9.4481020785e-07 	1.0001940452e-05 	1.6264470188e-04 	1.9015146444e-08 	2.7648722257e-04 	8.9917326352e-06 	3.2470883156e-03 	4.2309363843e-05 	1.0673827842e-03 	9.3640924841e-06 	1.3613630846e-03 	7.3736633079e-07 	7.6132439221e-11 	2.2446736248e-11 	3.8561689242e-12 	1.0890663585e-11 	3.5223072203e-10 	4.3513848360e-09 	9.0507835137e-11 	3.3708521582e-08 	1.8715615594e-11 	2.4751854441e-13 	6.5958974066e-09 	1.1431341750e-11 	7.2935212181e-11 	3.2014124455e-11 	4.2042334412e-12 	8.1748375031e-11 	1.8955493905e-11 	7.1375875886e-01 	1.2644818957e-02 	2.2780769007e-07 	2.3029948881e-05 	4.4752638600e-06 	7.2245636354e-05 	
630 	 1.1008265329e+00 	  6.1035156250e-08 	 3.3804310866e-01 	1.0132500000e+05 	1.5903041192e+03 	2.0515296153e-03 	1.0867931828e-05 	4.1663231433e-05 	1.3386527451e-01 	1.2330359155e-04 	5.7266858562e-02 	2.5411783069e-04 	1.1606764303e-05 	8.6072274652e-11 	1.0852494883e-08 	2.3995671406e-06 	2.4839104026e-07 	1.0249146519e-03 	1.6476733168e-02 	4.7864024358e-02 	6.2134435310e-03 	1.4526967418e-05 	2.0920833816e-03 	9.6558132092e-07 	1.0028665991e-05 	1.6108697098e-04 	1.9891223834e-08 	2.8121417880e-04 	9.2161435523e-06 	3.2416562665e-03 	4.2558323201e-05 	1.0572901624e-03 	9.6500285522e-06 	1.3680077358e-03 	7.5455917506e-07 	8.0861337950e-11 	2.3352329842e-11 	4.0118675058e-12 	1.1216794419e-11 	3.6105996439e-10 	4.5339190541e-09 	9.2117956273e-11 	3.3963183622e-08 	1.9324422629e-11 	2.6774476240e-13 	6.9224845106e-09 	1.2165043973e-11 	7.6589438466e-11 	3.3730479167e-11 	4.4424790847e-12 	8.6088705983e-11 	2.0127911459e-11 	7.1375875843e-01 	1.2644818957e-02 	2.2963743247e-07 	2.2646374338e-05 	4.5317952656e-06 	7.2913068651e-05 	
